Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
hyphen,8.526315789,3.287871587,9.5,3.550389156
receipt,8.554054054,3.976988992,9.205128205,3.968159372
nonfiction,8.842857143,3.815162144,9.676470588,3.563030615
retell,8.675675676,3.381354545,9.602564103,3.852851793
jawbone,8.652777778,3.39920042,9.048575603,2.930922688
notepad,7.846122449,3.208143685,8.412037037,2.790640852
obedience,8.828571429,4.135468636,9.72972973,4.232143197
drinker,8.838235294,3.946077047,9.263888889,3.632169975
recline,8.657894737,3.099924287,9.657894737,3.31276251
repent,9.162162162,3.728743559,9.171052632,3.553217643
convertible,9.314285714,3.674406143,9.960526316,3.82096206
fixture,8.049768519,2.974875272,9.308823529,3.231039578
spender,8.832519531,3.37864348,9.785714286,4.053476566
torchlight,8.921052632,3.595279029,9.283037475,3.256231445
crumby,9.144736842,2.821030803,9.525641026,2.842230217
vein,9.148648649,4.447010333,10.09459459,4.571709256
starvation,9.013157895,2.876951376,10.02702703,2.679515778
kidder,9.222222222,3.930547843,9.378378378,4.002439196
hardtop,9.368421053,3.608706084,9.671052632,3.468538745
clobber,10.11842105,4.025986887,10.32051282,3.936146893
unlatch,9.932432432,3.773375593,10.75675676,3.688611643
unexciting,10.20544983,3.409213821,10.95714286,3.680975391
capitalization,11.51515152,4.383001341,12.31818182,4.429690632
confession,8.435918367,3.312953172,9.139591837,2.790302375
payable,7.8675,2.465363914,9.08033241,2.258968859
deafen,8.539473684,3.13520028,9.447368421,3.400694432
puddling,8.855263158,3.090761943,9.769230769,3.09253378
resale,8.861111111,3.136447288,9.573529412,3.413725311
goldmine,7.819444444,2.613571114,8.384615385,2.659297341
finalist,8.058823529,3.401792544,8.652777778,3.90570909
bubby,8,4.188015483,9.131578947,3.957005779
oldness,7.65007716,2.860326637,8.158509861,2.40343208
fryer,7.802857143,2.446905094,8.736111111,3.108711518
posy,8.644896194,2.869473874,9.094594595,3.133239887
decrease,8.882352941,2.972242352,9.213469388,2.758022115
typist,8.578947368,3.589636577,9.435897436,3.554425498
marshy,9.058823529,3.383929726,9.771428571,3.341677232
dropper,8.450328707,2.5079596,9.263157895,2.917183115
cyclist,9.5625,4.351028799,9.314285714,4.303018288
handsaw,8.033933518,3.121590199,9.434210526,3.607745146
toeless,8.905405405,3.153124195,9.723684211,3.320080934
switchboard,9.162162162,3.179915386,10.30263158,3.266412764
ribcage,8.864864865,3.499302805,9.250385802,2.948399721
peasant,9.069444444,3.940907759,10.02777778,3.720492372
storehouse,9.102941176,3.843095761,9.823529412,4.141223566
mischievousness,9.283783784,3.101389788,10.36486486,3.485383465
coatroom,9.703125,3.90793109,10.19117647,4.033974478
stooge,9.094594595,4.304128893,10.06756757,4.206744192
stirrer,8.757142857,3.758072544,9.430555556,3.531799982
thumbnail,9,3.970284359,9.923076923,3.684138229
forested,8.363247863,2.888237841,9.560249307,3.140605277
jobless,9.081081081,4.002626765,9.684210526,4.039368851
woodblock,9.357142857,3.727030494,10.27941176,3.637329974
commoner,9.575,3.676937829,10.30769231,3.586552708
hatefulness,9.644736842,3.797061265,10.38157895,3.519125756
pincushion,10.13636364,4.15006161,11.06060606,3.809440526
completion,9.694444444,4.161520632,10.63888889,3.988574953
gladiator,10.66666667,3.951491581,11.77941176,3.73190823
unquiet,7.978531856,2.583818775,8.796932067,2.243660383
cabdriver,9.485714286,4.138210956,9.611111111,4.072751108
gargle,7.842105263,3.44474779,8.828947368,3.263798806
homemaker,8.147058824,3.802968162,8.285244704,3.404639351
flipper,7.491964938,2.428355065,8.358033241,2.901515014
favoritism,8.842857143,3.526728672,9.75,3.381673297
submit,7.659605551,2.670804325,8.182479224,3.263943848
sharpness,8.335648148,2.725721552,9.583333333,3.306919153
mismatch,9.012820513,3.214865102,10.05128205,2.930768877
attractive,8.676857331,3.108511631,9.717948718,3.12838211
strictness,9.210526316,2.846599629,10.32432432,2.92550142
northwestern,9.013888889,3.154330608,9.602941176,3.221093857
bearable,9.716216216,3.382020559,10.25,3.191521708
hourglass,9.657894737,4.028790415,10.53947368,3.925628851
confrontation,9.513157895,4.11241831,10.53947368,4.236874133
secretiveness,10.09210526,3.65368245,10.98648649,3.828777159
batboy,9.985294118,4.123997204,10.15714286,4.010595211
windowpane,10.52857143,4.547046322,11.4,4.189974028
basketful,6.679012346,2.155020025,7.817142857,2.152903063
wrongness,8.341695502,2.878403336,8.631848064,3.085584608
equator,8.212198685,2.150562128,9.140927978,2.703208831
uncalled,7.960526316,2.534575979,9.021121884,3.129306256
treelike,8.808823529,4.093629023,9.882352941,4.075162803
reins,8.85,3.56118678,9.9,3.160655563
jaybird,9.571428571,3.668512395,10.10810811,3.613506944
bandanna,9.785714286,3.277116995,11.01470588,3.225103461
adjective,7.297297297,2.393450146,7.986842105,2.598041992
loopy,8.081081081,3.591103037,8.275969529,2.898475677
choky,8.720588235,3.923880223,9.185714286,3.806120679
stickball,8.816734694,3.330261564,9.592105263,3.732355359
airfield,8.066481994,2.345834189,9.644736842,3.304190408
hissy,8.921052632,3.861672925,9.716216216,3.934428768
reflector,8.674740484,3.11597289,9.727346939,2.685198796
unlikable,9.397058824,4.166568626,10.31428571,4.033108774
skylight,9.797297297,4.08836333,10.01315789,3.842308642
honeymoon,9.791666667,3.306649145,10.17105263,3.243030606
oldfashioned,9.180555556,3.209701316,9.960526316,3.305158906
eyeful,8.228571429,3.443542245,8.460526316,3.756762513
punctuation,8.414285714,2.471858417,8.888888889,2.643350447
torment,8.069204152,3.33467428,8.756756757,3.825393265
straightness,8.195637119,2.729885312,9.181440443,2.744305323
abdomen,8.141620499,3.174575778,9.461538462,3.822345338
luckless,8.24845679,2.53586222,9.625,3.260970495
fatness,8.486486486,3.534525126,8.776315789,3.336322155
ashy,8.911764706,3.862152384,9.882352941,3.950563488
breadbasket,8.848484848,3.898086166,10.09375,3.996848557
offense,8.552653061,3.509527029,9.122299383,3.515775765
yellowy,8.958333333,4.518809894,9.184210526,4.293963476
comforter,9.105263158,3.777883532,9.846153846,3.674510075
brunette,9.779411765,3.713593327,10.51470588,3.664914101
redneck,9.4375,4.272473787,10.04411765,4.079452665
abuse,9.394736842,4.095412553,9.716216216,4.14249747
windowless,9.125,3.194582468,9.541666667,3.481327743
intermediate,9.911764706,3.447595975,10.66176471,3.180719826
overturn,9.958333333,3.742373197,10.91666667,3.452742181
puppetry,9.675675676,4.140276789,10.47368421,4.382007698
unwilling,9.75,4.048272905,10.56578947,3.783268737
weirdness,9.663379356,2.936150414,10.82051282,2.981273084
ancestor,9.697368421,3.97039632,10.14473684,3.757709004
hairdressing,10.47368421,3.694311494,11.01315789,3.425829633
thicken,6.779411765,2.19224244,7.849403122,1.85196262
dogface,7.803633218,2.896068721,8.522491349,2.779974609
baddie,8.163966049,2.565954987,8.870152355,2.585634078
candlepower,8.684210526,4.183980151,9.820512821,3.673316262
neaten,8.605263158,4.003643433,9.684210526,3.854483267
housemate,7.94212963,2.433689589,8.535792549,3.124979046
daughterly,8.699183673,2.763116581,9.449845679,2.937186468
hencoop,9.127770083,3.025816193,10.24324324,3.19422574
optometrist,10.91428571,4.150630204,11.12162162,4.084872848
headquarter,7.702702703,2.218794278,8.527027027,2.505399574
dual,7.978806228,3.007882568,8.454635108,3.205558468
nausea,8.611111111,3.229575627,9.728571429,3.477538973
southeast,7.860816327,2.981997491,8.795415225,3.018021019
hunchback,7.950138504,2.133494823,8.947368421,2.333045434
knockdown,8.673875433,2.488711724,9.628460208,2.538038467
kitchenware,8.486842105,4.107486313,9.472972973,4.17656482
quicken,8.567567568,3.793565755,8.769888231,3.454347192
ferryboat,8.823529412,3.934852723,9.842857143,4.081470735
insult,8.569444444,2.974061143,9.263888889,3.194830894
pronoun,8.730769231,2.816413719,9.08974359,2.577411479
newlywed,8.081024931,2.462324721,9.059556787,2.599035505
egghead,9.081081081,3.573656534,9.743243243,3.429086414
hollowness,8.917387543,2.932598933,9.549768519,3.062426213
folktale,8.519395135,3.123767443,9.608108108,3.522024227
hardware,9.628571429,3.937644222,10.27142857,4.100471381
clasp,9.328571429,3.587033137,10.51428571,3.789470152
tribal,9.594594595,4.111024875,9.918918919,3.939672705
preparedness,9.395909423,3.182509523,10.51315789,3.676967835
boatyard,9.550925926,3.429984369,10.02118335,3.159262968
weightlessness,9.526315789,3.814884378,10.03947368,3.824497103
jeopardy,10.14864865,3.956121952,10.82432432,3.751326092
playsuit,8.919354839,3.873191566,9.342857143,3.77447197
dinky,8.083333333,3.392217985,8.692307692,3.834770604
bangle,7.628163265,3.157757812,9,4.225771274
washboard,8.060941828,2.854387777,9.060249307,2.816197627
deposit,8.047114682,2.456437319,8.934210526,2.950426109
outwear,7.897853186,2.425191732,8.451424397,2.037220265
chilling,9.128571429,3.793071968,9.861111111,3.952596093
lifelike,8.574707031,3.454655538,9.323529412,4.126562795
doodler,9.166666667,3.557687853,9.868421053,3.724796767
creepers,9.012820513,3.800081681,9.974358974,3.670559827
refried,9.256410256,4.045582052,9.974358974,3.845620746
sailorman,9.052631579,3.531306843,9.894736842,3.375503756
courteous,9.592105263,3.535257289,10.73684211,3.420401514
extension,9.5,3.558337351,10.1133218,2.857409005
forearm,9.828571429,4.350359784,9.958333333,4.339807435
existing,9.565789474,3.331201903,10.10526316,3.089121923
backstroke,9.657142857,3.788083926,10.29166667,3.362343995
remarry,10.10606061,4.020955996,10.44117647,3.86076752
bunt,7.681818182,3.004731118,8.46969697,2.915313539
fume,6.447231834,1.894205379,7.848484848,2.373304818
putt,7.119795471,2.568478506,7.988677867,2.719934768
uncheck,7.508400292,2.555462518,8.438276114,2.982149604
unrated,7.635802469,2.430386867,8.35734072,2.586257179
cowpoke,8.332179931,2.92122717,9.004081633,2.926313069
bicep,7.790512465,3.05505309,8.816481994,2.764254926
ungraceful,8.567567568,2.98180166,9.756756757,3.416913856
checkbook,8.448717949,4.325254589,9.794871795,3.929841882
starless,8.047114682,2.631154346,9.067567568,3.055419052
dramatics,8.736842105,3.914175282,9.2695595,3.379228946
sling,8.661764706,3.667466693,9.367647059,3.411897241
ironer,8.944444444,4.259070619,9.557142857,4.144045034
irritable,9.014285714,3.049796797,9.889387755,2.744450568
toughness,9.291666667,3.310966626,10.41666667,3.117920552
moron,9.192307692,3.680702494,10.225,3.265888186
backhand,9.214285714,4.267327505,9.888888889,4.192018115
gutsy,9.256410256,3.64704602,9.756410256,3.542731244
sincerity,9.020452885,3.170175452,10.17567568,3.268571333
reference,9.652777778,3.976393636,10.82352941,3.8294757
hairless,9.528571429,4.530846657,10.13888889,4.343486274
fathead,10.27941176,3.988983269,10.48611111,4.202866558
unwatched,10.85294118,4.488249662,11.09722222,4.723526897
totempole,11.02941176,4.073084559,10.78947368,4.319396196
multi,7.551020408,2.674721122,8.324324324,3.405910337
cashew,8.140625,4.279045671,8.527777778,4.169522831
unlovable,8.328571429,2.345028713,8.888888889,2.441051036
workout,7.85399449,3.071184507,8.242878013,3.106015888
dewdrop,8.791666667,3.289322553,9.197368421,3.146296565
unsold,8.123046875,3.505557381,8.644896194,3.349437087
grossness,8.322530864,3.395915677,9.567567568,4.244542513
rawness,9.041666667,3.671074191,9.486842105,3.783832681
floodlight,8.125273923,2.456926741,9.297297297,2.631168571
openness,9.162162162,3.683774585,9.092105263,3.618375145
dizzying,9.026315789,3.438548107,9.7375,3.593062225
waistline,8.868421053,2.935533034,9.75,3.041936616
armless,8.833333333,2.80585228,9.423076923,2.629634909
shipload,9.287222222,3.237204944,9.705882353,4.090116778
housebroken,9.338235294,3.669531776,10,3.967672396
identification,9.554054054,3.31617204,10.78378378,3.211395812
deceive,9.157142857,4.038002252,10.07142857,3.732100136
sundial,9.076923077,3.411548617,9.91025641,3.217697352
unscented,9.275,3.691553075,9.9625,3.412622685
paramedics,9.615384615,3.378456395,10.6025641,3.537728023
physician,9.955882353,3.587367666,10.64705882,3.38787815
unpaved,9.621621622,4.324358343,10.44594595,4.553362286
adventurist,9.57633309,3.321393603,10.77631579,3.653390444
flirt,9.407894737,4.098211975,10.09210526,4.065104073
submerge,10.34722222,3.545257284,11.27777778,3.328329578
symptom,10.07352941,4.024795031,10.52941176,3.815719433
bobsleigh,8.054178145,2.69105004,8.942857143,3.28268951
handball,8.859375,4.436349806,9.083333333,4.351518618
shipshape,7.844875346,2.405055221,9.302631579,2.548288969
wringer,9.057142857,3.970055987,9.814285714,3.970638033
dippy,8.573753463,3.089366602,9.641025641,3.260506737
buckwheat,8.480276134,2.980365936,9.425207756,2.837072927
whitish,8.638367347,2.263504946,9.569444444,2.866438252
abacus,9.416666667,4.106614873,9.960526316,4.15962183
lecturer,8.972222222,3.288387456,9.814285714,3.487552897
ungodly,8.179591837,2.362063328,9.305555556,2.896494871
hairnet,9.680555556,4.081583687,9.878378378,3.925354558
rower,7.57669832,3.169500824,8.617969321,3.138551534
rottenness,7.905405405,2.549068016,8.605263158,2.743931621
fishless,8.696969697,3.878908098,9.485714286,4.296862252
footballer,7.516765286,2.302199855,8.501385042,2.121663955
betweens,8.452562327,3.310317375,9.625,3.502288629
stickup,8.513157895,3.126795359,9.342105263,3.230147815
unnamed,8.945945946,4.271650383,9.608108108,4.103073264
bucktoothed,9.485714286,3.699136851,10.22222222,3.778594683
pinkeye,9.971428571,3.54372448,10.28947368,3.5233422
wideness,8.959459459,3.85749339,9.743243243,3.969714553
divisible,7.268902038,2.515307452,8.594594595,2.969375724
countable,8.385714286,4.011171375,8.945945946,4.020405908
boatman,7.684081633,2.735980902,8.849151235,2.738276987
numerical,8.357686981,3.044662452,9.5,3.499034616
homebuilding,9.067567568,3.084824329,9.256410256,3.467654666
asthmatic,8.256756757,2.792901771,8.978878116,2.823750626
creamer,8.107638889,3.220352795,8.826124567,2.860281162
assortment,9.111111111,3.031056183,10.01351351,3.532559834
disapproving,8.742932281,3.134793659,9.833333333,3.690908698
copilot,9.166666667,3.880353445,9.539473684,3.884100611
oddness,8.960978148,3.494219433,9.514705882,4.04423513
mining,9.042857143,3.928349879,9.985294118,3.445430206
conserve,9.175675676,3.547722697,10.05263158,3.450008762
harden,8.463265306,3.147121411,9.242040816,2.824117839
crowbar,9.3,4.347413024,10.22857143,3.950694014
peacekeeping,9.555555556,3.81496635,10.11842105,4.066066248
misplace,9.642857143,4.393463441,9.819444444,4.408032891
correctness,9.528571429,3.93502907,10.31944444,4.07457759
tardiness,9.552631579,4.219948561,10.59459459,4.374544163
devilish,9.776315789,3.565406933,9.921052632,3.237295993
fastener,9.671052632,3.843696693,10.07894737,3.796382196
roomful,10.11764706,4.062128908,10.22857143,4.02445257
fireplug,8.945945946,2.997183362,9.618421053,3.150362936
shutdown,6.986111111,2.349729805,7.907894737,2.606787562
wrongful,7.028487947,2.491794797,8.26917458,2.547516098
fitness,7.490612245,2.812435818,8.211419753,3.113054083
ex,7.742857143,2.862977236,8.371428571,3.085408871
sandlot,8.571428571,3.712345971,9.180555556,3.74194903
catchy,8.447368421,3.556093882,9.166666667,3.183703019
intentional,8.666666667,3.747513796,9.512820513,3.657161647
overheat,9.029411765,2.923108496,9.64,2.527635491
bakeshop,8.336949375,2.688516624,9.413872452,3.015227093
unlighted,8.794117647,3.116713613,9.705882353,3.075114304
airline,9.222222222,4.359627187,9.710526316,4.404591552
clockmaker,8.694444444,3.174176559,9.458333333,3.475167005
machinegun,9.954545455,3.401202996,10.58823529,3.689605769
shoplifter,10.04285714,3.630693153,10.92647059,3.81212649
piranha,8.906122449,3.190000293,9.714285714,2.84730449
tuner,9.459459459,3.438706108,10.19736842,3.433813328
magnify,10.12820513,3.748188946,10.51282051,3.671524815
doddle,7.408179012,2.264535836,8.564429012,2.968658212
reseat,8.485294118,3.342756289,8.631578947,3.364529224
onboard,7.586194302,2.645395347,8.457268079,2.571773293
roundish,8.473684211,3.422791986,9.423076923,3.3295694
grandbaby,7.655510204,2.85353085,8.963265306,2.501462443
supporter,7.995617239,2.139900539,8.977720964,2.582056119
electrician,8.131578947,3.04401098,8.789473684,2.856078343
baseman,9.014705882,2.783842162,9.628571429,3.022812425
borrower,8.750385802,3.120243269,10.04166667,3.267535113
unfunny,8.546745152,3.063487309,9.540540541,3.311131014
applecart,8.756756757,4.001079059,9.445945946,3.874388453
popgun,9.328571429,4.4900918,10.12857143,3.96926215
sax,9.528571429,3.964813728,9.486111111,4.142956348
nasal,9.285714286,4.230988124,10.18055556,4.203999419
hurdle,9.230769231,3.101031564,9.666666667,2.686058875
proofread,9.621621622,3.464914231,9.828947368,3.579740886
grumbler,9.72972973,3.511082839,10.81081081,3.283695732
muskellunge,10.13513514,4.490187834,11.06756757,4.375058987
forgivable,8.5,3.018461713,9.216216216,3.267135469
blurt,8.550540123,3.47752001,9.327246165,3.615773559
unreadable,8.892361111,2.969360317,9.552631579,3.483143722
floury,9.202702703,3.855838753,9.820512821,3.831117707
opossum,9.472222222,3.601476769,9.5,3.683417919
sickroom,9.135135135,3.852576066,9.621621622,3.635101644
patterned,9.355263158,3.142790752,10.26923077,3.557509023
unstained,9.123046875,3.369487896,10.13235294,3.838222489
buccaneer,9.53030303,3.874877808,10.24242424,4.027486057
pumper,8.38276114,3.348995427,9.020775623,3.69191005
moonless,7.578125,2.410024009,8.439393939,2.551830151
roster,8.294117647,3.373510102,8.518737673,2.965989502
reopen,7.413805698,2.401121365,8.452216066,2.779982345
spacing,8.051428571,2.798357862,8.284514244,3.189752117
childishness,8.328125,3.559651521,8.926470588,3.41816084
madman,8.328947368,4.013955917,9.166666667,3.638849828
crimp,7.991126543,2.412939912,8.77027027,2.931141687
wagonload,8.19877551,2.905755293,9.347222222,3.294626457
calculation,7.945,2.880967608,9.2125,3.400391192
shredder,8.985294118,3.30858684,9.310810811,3.561661892
fisheye,9,4.056740423,9.434210526,4.172255616
uncurious,7.969099277,2.264012921,9.371794872,3.274136987
overkill,9.235294118,4.399096488,9.111111111,4.329485471
skydive,9.205882353,4.223164201,10,4.467341811
shortbread,8.9,3.64832241,10.0375,3.2960495
gravedigger,8.842105263,3.31683923,10.11842105,3.080966439
snowmobile,8.861275477,2.757800032,9.694944598,2.872150758
wineglass,9.364864865,4.035689134,10.04054054,4.040383608
